case_id,e1,e2,e3,t1,t2,t3,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
random_interior_067,8.3898278,4.8522111,6.5849754,0.040033202,0.056574025,0.057910365,12.621672,66.858384,0.01791505092,75.828210,5.924001,69.117206,0.008411098724,76.794088,-0.0300396829,-0.01204290137,59.945720,-0.1419388067,-0.03430914994,0.536165,0.003570,2601
random_interior_068,6.8437073,5.5781726,3.3768932,0.08202757,0.082530649,0.037652257,10.965461,63.335418,0.01071279393,74.604165,5.442969,64.570365,0.005317552262,74.604165,-0.019397661,-0.009120370052,53.020540,-0.09769579492,-0.0248449474,0.420290,0.003770,2601
random_interior_069,5.1279651,2.2885127,4.4190604,0.07085063,0.025758533,0.037830418,12.379249,65.281677,0.03766239625,74.276978,5.761787,67.462550,0.01759387241,75.281703,-0.06524751862,-0.02769260166,57.574072,-0.3042381283,-0.07905895636,0.458780,0.002431,2601
random_interior_070,2.4932301,3.9706008,7.6185678,0.076096789,0.070447996,0.081570623,11.782051,66.006378,0.01170582108,76.029438,6.185419,69.264991,0.006145399809,76.441901,-0.02006865592,-0.008233684815,59.011743,-0.09935300169,-0.02381547318,0.400839,0.002600,2601
random_interior_071,2.0962262,1.7736387,7.081676,0.031385739,0.072247499,0.098675474,12.397381,66.830126,0.01839747116,75.994063,6.464281,70.369267,0.009595198465,76.927449,-0.03098298814,-0.01225713229,60.470468,-0.1483980482,-0.03562434229,0.412222,0.003200,2601
random_interior_072,3.3496646,8.8290556,4.4963989,0.054749381,0.07293515,0.075984613,11.056267,62.545896,0.01170161321,73.603003,5.932861,66.397046,0.006279157446,73.603003,-0.0215443505,-0.009729284533,54.877990,-0.1058369286,-0.02793777036,0.359427,0.002344,2601
random_interior_073,8.4482952,2.1539164,9.9416025,0.071734982,0.088662678,0.042163009,13.047957,74.324465,0.01366869726,82.639296,5.334799,73.984964,0.005588594904,83.152658,-0.01990464566,-0.006681252033,66.464078,-0.1047573723,-0.01818661685,0.408016,0.002711,2601
random_interior_074,8.7489722,2.1634315,7.1994794,0.042795678,0.060037195,0.046371951,14.042137,73.974436,0.02914792864,81.460449,5.846399,74.705262,0.01217165879,82.122055,-0.04273677492,-0.01377853515,67.785525,-0.2075747382,-0.03848342433,0.383205,0.003039,2601
random_interior_075,2.2484368,7.6810754,9.1874022,0.027081163,0.085904715,0.080127886,11.503319,63.271939,0.009637361639,73.547139,6.012648,66.711485,0.005037334792,74.146731,-0.01746190227,-0.007772403217,55.531944,-0.08377896698,-0.0221619333,0.572210,0.003359,2601
random_interior_076,4.7151929,5.1167005,2.0099768,0.078707955,0.060280334,0.087522472,9.794966,62.810718,0.01335692188,75.620034,5.160714,65.831546,0.007037416071,75.620034,-0.02470470529,-0.01128762893,54.352804,-0.1363651716,-0.03329068516,0.433970,0.002260,2601
random_interior_077,9.5467297,2.7812771,4.3098962,0.045407794,0.02709428,0.061102746,12.902773,67.001162,0.02924867312,75.491064,5.997134,69.814284,0.01361921511,76.550626,-0.04877079912,-0.01901381719,61.053556,-0.2266851668,-0.05578649263,0.408059,0.002843,2601
random_interior_078,8.0928864,8.5485699,8.5942097,0.032314978,0.023929917,0.057846698,13.572235,68.901409,0.03100270984,76.313686,6.091604,70.644395,0.01400990736,77.262348,-0.04984093849,-0.01886223282,62.187343,-0.2284274418,-0.05410604221,0.363697,0.002693,2601
random_interior_079,2.1789131,6.1245017,1.6457772,0.046415993,0.074172332,0.023915633,13.511472,69.559476,0.04772852356,77.415409,6.367606,70.160395,0.02249321612,77.415409,-0.07615136816,-0.03020596736,60.355680,-0.3532444504,-0.08018172412,0.487393,0.002621,2601
random_interior_080,6.1149546,9.1528085,2.3350022,0.048960781,0.06194803,0.081388906,11.228399,65.159727,0.01504528475,76.151215,5.825116,68.649139,0.007805255874,76.151215,-0.02613490552,-0.0109405397,58.164056,-0.1339931405,-0.03195573637,0.464205,0.002899,2601
random_interior_081,1.6860679,3.0832868,2.640021,0.090079861,0.037595527,0.081839992,10.572099,60.717770,0.02331302489,72.196793,5.783808,65.252776,0.01275414364,72.196793,-0.04484546095,-0.02091612554,53.400005,-0.2205146255,-0.06159216232,0.450706,0.002917,2601
random_interior_082,1.2781454,1.8283744,5.4090796,0.09594828,0.063903947,0.063706649,12.991157,71.481864,0.0266409507,80.068405,6.365377,73.506634,0.01305347175,80.826514,-0.04099162933,-0.0143652937,64.978774,-0.2050698852,-0.04101482624,0.440912,0.002256,2601
random_interior_083,2.4877592,5.0957108,4.3565422,0.042147405,0.073262197,0.08360383,11.221692,62.636177,0.0159790575,73.353332,5.977972,66.658411,0.008512295552,73.602894,-0.02937629229,-0.01312175791,55.373731,-0.1423943707,-0.03796161634,0.581726,0.002280,2601
