case_id,E,thickness,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
one_layer_random_063,1.3128918,0.12252304,7.349630,34.748678,0.09021302428,30.178300,2.913034,32.963225,0.03595540668,30.010959,-0.2671158937,-0.3547822913,32.821184,-1.227449937,-1.55976008,2.235121,0.006780,2601
one_layer_random_064,6.8958584,0.060795652,7.937433,38.648771,0.1070912921,42.556538,3.305983,39.313891,0.04487452087,42.898061,-0.2941013697,-0.1869788212,36.445686,-1.3491931,-0.7750232308,1.341539,0.002739,2601
one_layer_random_065,2.2063342,0.14975453,16.837985,76.222898,0.07675407549,59.673090,6.144452,72.137654,0.02804896817,59.587627,-0.09767128057,-0.1727503721,76.979062,-0.4558388417,-0.7261277468,1.152910,0.002807,2601
one_layer_random_066,3.6051192,0.14356788,14.815443,67.381111,0.0455065638,53.494727,5.385629,63.839889,0.01658276448,53.364185,-0.06611040499,-0.1107449978,67.562730,-0.3071562837,-0.4695734759,1.948051,0.002696,2601
one_layer_random_067,9.8526669,0.090002425,2.082194,9.717340,0.007342875993,12.901719,1.409652,12.402267,0.005012671183,13.604977,-0.07716156232,-0.06986196051,9.497079,-0.3526509831,-0.3071529433,1.608580,0.002866,2601
one_layer_random_068,8.0953836,0.093821641,1.211190,5.646642,0.004680054593,8.401025,1.113295,9.186651,0.004337554774,9.148137,-0.08454465853,-0.07993952352,5.510820,-0.3864013603,-0.3539396867,1.233447,0.002855,2601
one_layer_random_069,9.0945678,0.076837098,5.138303,24.812805,0.02929311972,28.434685,2.440675,26.142293,0.01402212608,28.988400,-0.1246224793,-0.09536300755,23.528285,-0.5700932684,-0.4079890449,1.394500,0.002885,2601
one_layer_random_070,9.828817,0.12190894,7.800467,36.273351,0.01294630201,30.086367,3.092556,34.662107,0.005161819785,29.916418,-0.03612593136,-0.0488599315,35.292109,-0.1659682859,-0.213241967,1.435070,0.003295,2601
one_layer_random_071,8.4948148,0.054185509,8.870627,42.558361,0.1284830957,46.170879,3.551401,43.030633,0.05170668928,46.440079,-0.3152298475,-0.1866113282,40.809079,-1.448410493,-0.7796666328,1.222578,0.002833,2601
one_layer_random_072,4.7114107,0.11904337,6.441988,30.453464,0.0236343559,26.429449,2.627009,28.990780,0.009697053938,26.268406,-0.07993654816,-0.1028782905,28.709855,-0.3668798537,-0.4530968979,1.651759,0.002850,2601
one_layer_random_073,2.5978677,0.13398489,11.376763,52.475386,0.05697066458,42.826476,4.222613,49.729689,0.02122304346,42.669602,-0.1084109136,-0.1642985362,51.569522,-0.5007634141,-0.7085086263,1.962575,0.002764,2601
one_layer_random_074,5.8207242,0.13180798,10.887706,50.165944,0.02529607594,40.801798,4.036673,47.636810,0.009415230572,40.643270,-0.05035574202,-0.07523172929,49.406459,-0.2323361347,-0.3246561695,1.885819,0.002421,2601
one_layer_random_075,8.7448789,0.07410171,5.697071,27.622723,0.0370119336,31.340601,2.625631,28.807152,0.01718618973,31.861402,-0.141965221,-0.1050001055,26.090060,-0.6496660454,-0.4460568034,1.703612,0.002899,2601
one_layer_random_076,4.523348,0.070956044,6.507346,31.351062,0.09115270803,34.959326,2.895558,32.372521,0.04085256715,35.433824,-0.3059478151,-0.2147599812,29.873631,-1.400766355,-0.9110678725,1.425971,0.003256,2601
one_layer_random_077,1.5162301,0.055353071,8.933786,42.552672,0.6887518585,45.896640,3.586960,43.044091,0.2780206528,46.171850,-1.67838264,-0.9888821043,41.096925,-7.709517924,-4.171108232,1.273270,0.002954,2601
one_layer_random_078,3.2706,0.1458037,15.564973,70.649009,0.05086311486,55.804584,5.658021,66.912572,0.01852808107,55.687610,-0.07022437629,-0.1200727745,71.048479,-0.326779338,-0.507419413,1.440324,0.002917,2601
one_layer_random_079,5.7386206,0.063570148,7.610113,37.004492,0.1105238182,40.861244,3.222119,37.755518,0.04709476999,41.239500,-0.3167724964,-0.2062382303,34.930298,-1.45232826,-0.8588888609,1.265203,0.002467,2601
one_layer_random_080,6.3085178,0.14466624,15.442212,69.989040,0.02663515566,55.265488,5.559502,66.400071,0.009611038526,55.139812,-0.03709604736,-0.0632687358,70.582619,-0.17248277,-0.2671465755,1.102328,0.002851,2601
one_layer_random_081,7.7442425,0.14592305,16.013087,72.416428,0.02205797736,56.936389,5.741432,68.763451,0.007925266783,56.818124,-0.02959966844,-0.05129473409,73.321384,-0.137749687,-0.2158726726,1.383969,0.004198,2601
one_layer_random_082,4.7653939,0.12351236,7.938995,37.193644,0.02632939504,31.424600,3.096727,35.333833,0.01032565006,31.255795,-0.072145394,-0.09789502148,35.696493,-0.3316464353,-0.4284456527,1.711822,0.003244,2601
one_layer_random_083,2.4083479,0.10192318,1.333590,6.153959,0.01406205764,7.404295,1.022565,8.191052,0.0108671222,7.346601,-0.2305899424,-0.2377750101,3.181187,-1.054451005,-1.063391031,1.236474,0.002905,2601
one_layer_random_084,6.3781902,0.12767863,9.497105,44.021535,0.02172539482,36.261940,3.594046,41.840684,0.008259288697,36.096781,-0.04967743303,-0.07103081199,42.992088,-0.2287580852,-0.3084186328,1.508655,0.002727,2601
one_layer_random_085,1.2097609,0.094912361,1.366535,6.288590,0.03431840595,8.322741,1.156892,9.566430,0.0292941939,9.070954,-0.5494647567,-0.5152551933,6.283822,-2.511344235,-2.30233157,1.520485,0.003417,2601
one_layer_random_086,1.4184808,0.14693963,15.797902,71.743059,0.1169400704,56.629302,5.786612,67.908560,0.04291604714,56.520994,-0.1589426737,-0.2733804951,72.103141,-0.7402253224,-1.155010882,2.330495,0.002757,2601
one_layer_random_087,7.3947253,0.092982647,1.468184,6.757539,0.006353126501,9.590035,1.198966,10.006224,0.005231393286,10.328055,-0.09468075109,-0.08834647025,6.740776,-0.432720025,-0.3912220212,1.171675,0.002742,2601
one_layer_random_088,2.2652981,0.11187498,4.015897,19.330183,0.03569586055,18.127176,1.856778,18.664039,0.01661948045,18.001467,-0.1940519261,-0.2270882322,17.032310,-0.8888640163,-1.01051579,1.400834,0.002750,2601
one_layer_random_089,9.202579,0.053751428,8.932770,42.812380,0.1217555482,46.410057,3.568141,43.272272,0.04888486134,46.675206,-0.2966128252,-0.1747350666,41.096998,-1.363021121,-0.7304422448,1.486527,0.002920,2601
one_layer_random_090,6.909101,0.066963386,7.041328,34.285889,0.07464385489,38.155599,3.053405,35.160586,0.03258765183,38.582912,-0.231374126,-0.1567693999,32.289454,-1.060082078,-0.655601408,2.426572,0.005067,2601
one_layer_random_091,1.9182021,0.10331656,1.648345,7.702730,0.0210925233,8.772918,1.117375,9.106445,0.01440847521,8.705737,-0.2797839092,-0.2933124853,4.872033,-1.279618417,-1.312130039,2.377248,0.002589,2601
one_layer_random_092,9.0437389,0.068650425,6.656898,32.542695,0.05066383231,36.484895,2.930856,33.489849,0.02246123885,36.937473,-0.1661636741,-0.1155828973,30.482021,-0.7610727068,-0.4833961298,1.431016,0.005019,2601
one_layer_random_093,8.4026115,0.081225408,4.247977,20.247328,0.02277704855,23.656533,2.141805,21.852472,0.0115767199,24.259232,-0.1172654366,-0.09448330807,19.474322,-0.5361857941,-0.409342827,1.605028,0.002947,2601
one_layer_random_094,3.6214116,0.10098612,1.150150,5.267205,0.008254353939,6.474033,0.973254,7.753001,0.007040237219,6.423067,-0.1569586641,-0.1604981205,2.367092,-0.7176761137,-0.7169103996,1.606577,0.002944,2601
one_layer_random_095,4.8151511,0.11352901,4.679707,22.328263,0.01887254535,20.140647,2.076067,21.440055,0.008429560723,20.004218,-0.08800787402,-0.1059374229,20.392950,-0.4032847267,-0.4695241461,1.154386,0.002721,2601
one_layer_random_096,7.7028133,0.090642656,2.049891,9.435735,0.00908223484,12.468661,1.395772,12.156684,0.006235757097,13.179520,-0.0969439767,-0.08785256031,9.417447,-0.4430594858,-0.3878158988,1.907471,0.002861,2601
one_layer_random_097,5.403795,0.086231055,3.276833,15.187898,0.02348096727,18.253253,1.811883,17.193217,0.01309112619,18.906319,-0.1567714709,-0.1331763795,15.098544,-0.7165749345,-0.5857767016,1.566538,0.002825,2601
one_layer_random_098,4.1634957,0.1099474,3.545465,17.010597,0.01790061671,15.972069,1.717386,16.614163,0.008732861422,15.858694,-0.1102706412,-0.1266753089,14.900087,-0.5048876966,-0.5635866041,2.032845,0.002889,2601
one_layer_random_099,4.7368867,0.05791263,8.427912,40.675408,0.1864141768,44.368936,3.442579,41.248476,0.07657933316,44.673239,-0.4818297584,-0.2952296181,38.745124,-2.211866791,-1.230485024,1.897337,0.002183,2601
